,Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID,FIPS
2256,SOUTHEAST REGIONAL MEDICAL CENTER,LONG TERM CARE,719 AVENUE G,,KENTWOOD,LA,70444,TANGIPAHOA,30.93713,-90.51925,,,14.0,,,None,None,HIFLD-BEDS,None,None,17470444,,,17470444.0,22105
2257,SUN BEHAVIORAL COLUMBUS,PSYCHIATRIC,900 EAST DUBLIN GRANVILLE ROAD,,COLUMBUS,OH,43229,FRANKLIN,40.08914,-82.99351,81.0,0.0,81.0,0.7158464400473533,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,174743229,6250.0,364058.0,174743229.0,39049
2258,CORNERSTONE REGIONAL HOSPITAL,GENERAL ACUTE CARE,2302 CORNERSTONE BOULEVARD,,EDINBURG,TX,78539,HIDALGO,26.26237,-98.19844,14.0,,14.0,0.19,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17478539,3723.0,450825.0,17478539.0,48215
2259,ASSURANCE HEALTH CINCINNATI LLC,PSYCHIATRIC,11690 GROOMS ROAD,,CINICINNATI,OH,45242,HAMILTON,39.281940000000006,-84.36743,42.0,0.0,42.0,0.6131115459882583,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,174845242,6373.0,364056.0,174845242.0,39061
2260,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,CRITICAL ACCESS,805 W CEDAR ST,,STANDISH,MI,48658,ARENAC,43.98187,-83.96921999999999,25.0,5.0,25.0,0.11956199999999999,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,1748658,1852.0,,1748658.0,26011
2261,HUNTINGTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE,100 W. CALIFORNIA BOULEVARD,,PASADENA,CA,91105,LOS ANGELES,34.13439,-118.15298,503.0,30.0,578.0,0.63,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17491105,361.0,50438.0,17491105.0,06037
2262,UF HEALTH NORTH,GENERAL ACUTE CARE,15255 MAX LEGGETT PARKWAY,,JACKSONVILLE,FL,32218,DUVAL,30.484,-81.63342,92.0,24.0,92.0,0.8586956521739131,0.875,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,174932218,6377.0,,174932218.0,12031
2263,SANFORD MEDICAL CENTER FARGO,GENERAL ACUTE CARE,5225 23RD AVE S,,FARGO,ND,58103,CASS,46.84522,-96.87578,284.0,,284.0,,,DH-NUM_STAFFE,None,DH-NUM_STAFFE,None,None,175058103,6355.0,,175058103.0,38017
2264,BAUM-HARMON MEMORIAL HOSPITAL,CRITICAL ACCESS,255 NORTH WELCH AVENUE,,PRIMGHAR,IA,51245,O'BRIEN,43.08883,-95.62368000000001,14.0,,14.0,0.070258,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,1751245,1382.0,,1751245.0,19141
2265,SANFORD TRANSPLANT CENTER,GENERAL ACUTE CARE,736 BROADWAY,,FARGO,ND,58122,CASS,46.8843,-96.78842,,,,,,None,None,,None,None,175158122,,,175158122.0,38017
2266,ABINGTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE,1200 OLD YORK ROAD,,ABINGTON,PA,19001,MONTGOMERY,40.11889,-75.12100000000001,592.0,55.0,655.0,0.62,0.74,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17519001,3300.0,390231.0,17519001.0,42091
2267,TRIHEALTH REHABILITATION HOSPITAL LLC,REHABILITATION,2155 DANA AVENUE,,CINCINNATI,OH,45207,HAMILTON,39.1447,-84.45917,60.0,0.0,60.0,0.6832876712328767,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,175245207,6254.0,363041.0,175245207.0,39061
2268,HOLY CROSS HOSPITAL,GENERAL ACUTE CARE,4725 N FEDERAL HWY,,FORT LAUDERDALE,FL,33308,BROWARD,26.18646,-80.11994,348.0,42.0,557.0,0.6436781609195402,0.6666666666666666,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,17533308,712.0,,17533308.0,12011
2269,CLEAR VISTA HEALTH & WELLNESS,PSYCHIATRIC,3364 KOLBE ROAD,,LORAIN,OH,44053,LORAIN,41.439240000000005,-82.23605,52.0,0.0,52.0,0.7033192834562697,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,175344053,6270.0,364052.0,175344053.0,39093
2270,SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,LONG TERM CARE,"7557B DANNAHER DRIVE, SUITE 145",Ste 145,POWELL,TN,37849,KNOX,36.0535,-83.99769,68.0,0.0,68.0,0.8311039484286865,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17537849,5285.0,442015.0,17537849.0,47093
2271,BEAVER DAM COM HSPTL,GENERAL ACUTE CARE,707 S UNIVERSITY AVE,,BEAVER DAM,WI,53916,DODGE,43.44843,-88.82611999999999,125.0,6.0,125.0,0.1,0.14,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1753916,4143.0,520076.0,1753916.0,55027
2272,MIAMI VALLEY HOSPITAL,GENERAL ACUTE CARE,ONE WYOMING STREET,,DAYTON,OH,45409,MONTGOMERY,39.744890000000005,-84.18590999999999,753.0,113.0,883.0,0.61,0.75,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17545409,2980.0,360051.0,17545409.0,39113
2273,OAKWOOD SPRINGS,PSYCHIATRIC,13101 MEMORIAL SPRINGS CT,,OKLAHOMA CITY,OK,73114,OKLAHOMA,35.60222,-97.52797,72.0,0.0,72.0,0.6528158295281583,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,175473114,6275.0,374025.0,175473114.0,40109
2274,HENRY FORD MEDICAL CENTER COTTAGE,GENERAL ACUTE CARE,159 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,MI,48236,WAYNE,42.39694,-82.90241,,,4.0,,,None,None,HIFLD-BEDS,None,None,17548236,,,17548236.0,26163
2275,SELECT SPECIALTY HOSPITAL - DES MOINES,LONG TERM CARE,"1111 6TH AVENUE, 4TH FLOOR",4th Floor Main,DES MOINES,IA,50314,POLK,41.59888,-93.62210999999999,30.0,0.0,30.0,0.7846575342465754,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17550314,6157.0,162003.0,17550314.0,19153
2276,WASHINGTON DC VA MEDICAL CENTER,MILITARY,50 IRVING ST NW,,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,38.92892,-77.01073000000001,,,,,,None,None,,None,None,175520422,6.0,,175520422.0,11001
2277,MERCY HOSPITAL,GENERAL ACUTE CARE,4050 COON RAPIDS BLVD,,COON RAPIDS,MN,55433,ANOKA,45.18322,-93.36965,466.0,35.0,546.0,0.74,0.7,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1755433,1974.0,240115.0,1755433.0,27003
2278,CRAWFORD MEMORIAL HOSPITAL,CRITICAL ACCESS,1000 NORTH ALLEN STREET,,ROBINSON,IL,62454,CRAWFORD,39.014540000000004,-87.75041999999999,25.0,,63.0,0.4,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17562454,1082.0,141343.0,17562454.0,17033
2279,LEXINGTON VA MEDICAL CENTER - COOPER,MILITARY,1101 VETERANS DRIVE,,LEXINGTON,KY,40502,FAYETTE,38.0298,-84.5064,,,,,,None,None,,None,None,175640502,,,175640502.0,21067
2280,SOUTHERN SURGICAL HOSPITAL,GENERAL ACUTE CARE,1700 LINDBERG DR,,SLIDELL,LA,70458,ST. TAMMANY,30.273290000000003,-89.75577,37.0,5.0,37.0,0.19,0.19,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17570458,1695.0,190270.0,17570458.0,22103
2281,LEXINGTON VA MEDICAL CENTER - LEESTOWN,MILITARY,2250 LEESTOWN ROAD LEXINGTON,,LEXINGTON,KY,40511,FAYETTE,38.073859999999996,-84.53838,93.0,,93.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,175740511,1552.0,,175740511.0,21067
2282,BOWDLE HEALTHCARE,CRITICAL ACCESS,8001 WEST 5TH STREET,,BOWDLE,SD,57428,EDMUNDS,45.44798,-99.66163,12.0,,12.0,0.202511,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,1757428,3423.0,,1757428.0,46045
2283,DOCTOR'S HOSPITAL AT RENAISSANCE,GENERAL ACUTE CARE,5501 SOUTH MCCOLL,,EDINBURG,TX,78539,HIDALGO,26.252709999999997,-98.20495,394.0,58.0,394.0,0.84,0.77,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17578539,3724.0,450869.0,17578539.0,48215
2284,ST ANDREWS HEALTH CENTER - CAH,CRITICAL ACCESS,316 OHMER STREET,,BOTTINEAU,ND,58318,BOTTINEAU,48.82912,-100.44998000000001,25.0,,25.0,0.6,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,1758318,2844.0,351307.0,1758318.0,38009
2285,JOHN L MCCLELLAN MEMORIAL VETERANS HOSPITAL,MILITARY,4300 WEST 7TH STREET,,LITTLE ROCK,AR,72205,PULASKI,34.74604,-92.32021,256.0,,538.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,175872205,242.0,,175872205.0,05119
2286,SOUTH BEACH PSYCHIATRIC CENTER,PSYCHIATRIC,777 SEAVIEW AVENUE,,STATEN ISLAND,NY,10305,RICHMOND,40.58202,-74.08062,257.0,0.0,257.0,0.9050157241085229,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,175910305,5347.0,334043.0,175910305.0,36085
2287,JEROLD PHELPS COMMUNITY HOSPITAL,GENERAL ACUTE CARE,733 CEDAR STREET,,GARBERVILLE,CA,95542,HUMBOLDT,40.10168,-123.79225,9.0,,9.0,0.35,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17595542,295.0,51309.0,17595542.0,06023
2288,BARRETT HOSPITAL & HEALTHCARE,CRITICAL ACCESS,600 HWY 91 SOUTH,,DILLON,MT,59725,BEAVERHEAD,45.20688,-112.6426,,,25.0,,,None,None,HIFLD-BEDS,None,None,1759725,,,1759725.0,30001
2289,ESSENTIA HEALTH SANDSTONE,GENERAL ACUTE CARE,705 LUNDORFF DRIVE SOUTH,,SANDSTONE,MN,55072,PINE,46.119040000000005,-92.88531,9.0,,30.0,0.26057800000000003,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,176055072,2047.0,,176055072.0,27115
2290,REHABILITATION INSTITUTE OF CHICAGO,REHABILITATION,345 EAST SUPERIOR STREET,,CHICAGO,IL,60611,COOK,41.89545,-87.61833,,,182.0,,,None,None,HIFLD-BEDS,None,None,1760611,,,1760611.0,17031
2291,CONNECTICUT CHILDBIRTH & WOMEN'S CENTER,WOMEN,94 LOCUST AVE,,DANBURY,CT,6810,FAIRFIELD,41.4044,-73.44718,,,,,,None,None,,None,None,176106810,,,176106810.0,09001
2292,ALBERT EINSTEIN MEDICAL CENTER,GENERAL ACUTE CARE,5501 OLD YORK ROAD,,PHILADELPHIA,PA,19141,PHILADELPHIA,40.03674,-75.14334000000001,407.0,48.0,750.0,0.73,0.83,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17619141,3319.0,390142.0,17619141.0,42101
2293,ST MARYS HOSPITAL,GENERAL ACUTE CARE,400 NORTH PLEASANT AVENUE,,CENTRALIA,IL,62801,MARION,38.53028,-89.11721,82.0,9.0,124.0,0.47,0.45,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1762801,1145.0,140034.0,1762801.0,17121
2294,DIGINITY HEALTH-ST.ROSE DOMINICAN BLUE DAIMOND CAMPUS,GENERAL ACUTE CARE,4855 BLUE DIAMOND ROAD,,LAS VAGAS,NV,89139,CLARK,36.03212,-115.20711999999999,,,8.0,,,None,None,DH-NUM_LICENS,None,None,176289139,6389.0,,176289139.0,32003
2295,EMORY UNIVERSITY HOSPITAL,GENERAL ACUTE CARE,1364 CLIFTON ROAD NE,,DRUID HILLS,GA,30322,DEKALB,33.79202,-84.32226,577.0,114.0,605.0,0.8488209999999999,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,17630322,904.0,,17630322.0,13089
2296,SELECT SPECIALTY HOSPITAL - TRICITIES,LONG TERM CARE,"1 MEDICAL PARK BOULEVARD, 5TH FLOOR WEST",5 West,BRISTOL,TN,37620,SULLIVAN,36.58525,-82.25636999999999,33.0,0.0,33.0,0.9278538812785389,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17637620,5535.0,442016.0,17637620.0,47163
2297,PAM REHABILITATION HOSPITAL OF CENTENNIAL HILLS,REHABILITATION,6166 N DURANGO DRIVE,,LAS VAGAS,NV,89149,CLARK,36.27513,-115.28036000000002,44.0,0.0,44.0,0.9009458749343142,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,176389149,6334.0,293034.0,176389149.0,32003
2298,SOIN MEDICAL CENTER,GENERAL ACUTE CARE,3535 PENTAGON PARK BLVD,,BEAVERCREEK,OH,45431,GREENE,39.77104,-84.06305,129.0,12.0,157.0,0.59,0.77,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17645431,5754.0,360360.0,17645431.0,39057
2299,FREEDOM BEHAVIORAL,PSYCHIATRIC,1334 SW BUCHANAN ST,,TOPEKA,KS,66604,SHAWNEE,39.04122,-95.69264,24.0,0.0,24.0,0.5043378995433789,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,176466604,6341.0,174021.0,176466604.0,20177
2300,PIONEER SPECIALTY HOSPITAL,LONG TERM CARE,"50 NORTH PERRY, 6TH FLOOR",6th Floor,PONTIAC,MI,48342,OAKLAND,42.63843,-83.29099000000001,44.0,0.0,44.0,0.3962403789224393,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17648342,6146.0,232039.0,17648342.0,26125
2301,LAKELAND BEHAVIORAL HEALTH SYSTEM,PSYCHIATRIC,440 SOUTH MARKET,,SPRINGFIELD,MO,65806,GREENE,37.2058,-93.29522,100.0,,100.0,0.7389589,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,1765806,4670.0,,1765806.0,29077
2302,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,PSYCHIATRIC,4411 E. KINGS CANYON ROAD,Bldg 319,FRESNO,CA,93702,FRESNO,36.73729,-119.75218999999998,16.0,,16.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,176593702,6324.0,,176593702.0,06019
2303,LAWRENCE COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,2200 W STATE ST,,LAWRENCEVILLE,IL,62439,LAWRENCE,38.72862,-87.69386999999999,25.0,,25.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17662439,1127.0,141344.0,17662439.0,17101
2304,BEHAVIORAL HEALTH HOSPITAL,PSYCHIATRIC,700 WALTER REED DRIVE,,GREENSBORO,NC,27403,GUILFORD,36.0828,-79.82245999999999,,,80.0,,,None,None,HIFLD-BEDS,None,None,176627403,,,176627403.0,37081
2305,SPECIALISTS HOSPITAL SHREVEPORT,GENERAL ACUTE CARE,"1500 LINE AVE, STE 206",Suite 206,SHREVEPORT,LA,71101,CADDO,32.49765,-93.74671,15.0,,15.0,0.42,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17671101,1627.0,190278.0,17671101.0,22017
2306,GOOD HOPE HOSPITAL,PSYCHIATRIC,P.O. BOX 639,,ERWIN,NC,28339,HARNETT,35.32736,-78.6698,16.0,0.0,16.0,0.8693493150684931,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,176728339,6155.0,344029.0,176728339.0,37085
2307,RAWLINS COUNTY HEALTH CENTER,CRITICAL ACCESS,707 GRANT ST,,ATWOOD,KS,67730,RAWLINS,39.81389,-101.03834,15.0,,24.0,0.23,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,1767730,5337.0,171307.0,1767730.0,20153
2308,JACKSON COUNTY HOSPITAL,CRITICAL ACCESS,1013 SOUTH WELLS STREET,,EDNA,TX,77957,JACKSON,28.9691,-96.63589,25.0,,25.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17677957,4979.0,451363.0,17677957.0,48239
2309,SAUNDERS MEDICAL CENTER,CRITICAL ACCESS,1760 COUNTY RD J,,WAHOO,NE,68066,SAUNDERS,41.19328,-96.63558,16.0,,16.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,1768066,2400.0,281307.0,1768066.0,31155
2310,CAROLINAS MEDICAL CENTER FOR MENTAL HEALTH,PSYCHIATRIC,501 BILLINGSLEY RD,,CHARLOTTE,NC,28211,MECKLENBURG,35.19205,-80.80389,,,132.0,,,None,None,HIFLD-BEDS,None,None,176828211,,,176828211.0,37119
2311,CAVHCS EAST CAMPUS,MILITARY,8105 VETERANS WAY,,MONTGOMERY,AL,36109,MONGOMERY,32.35771,-86.12921999999999,,,,,,None,None,,None,None,176936109,,,176936109.0,01101
2312,JEWISH HOME,PSYCHIATRIC,302 SILVER AVENUE,,SAN FRANCISCO,CA,94112,SAN FRANCISCO,37.72777,-122.43088999999999,13.0,0.0,13.0,0.8084299262381455,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17694112,5203.0,54089.0,17694112.0,06075
2313,UCHEALTH GRANDVIEW HOSPITAL,GENERAL ACUTE CARE,5623 PULPIT PEAK VIEW,,COLORADO SPRINGS,CO,80918,EL PASO,38.91086,-104.81688,22.0,,22.0,0.24,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,177080918,6300.0,60130.0,177080918.0,08041
2314,ACMH HOSPITAL,GENERAL ACUTE CARE,ONE NOLTE DRIVE,,KITTANNING,PA,16201,ARMSTRONG,40.808840000000004,-79.56201999999999,131.0,12.0,147.0,0.32,0.32,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17716201,3206.0,390163.0,17716201.0,42005
2315,MEDICAL CENTER OF SOUTH ARKANSAS,GENERAL ACUTE CARE,700 WEST GROVE STREET,,EL DORADO,AR,71730,UNION,33.220729999999996,-92.67109,111.0,16.0,166.0,0.31,0.5,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1771730,255.0,40088.0,1771730.0,05139
2316,SCL HEALTH COMMUNITY HOSPITAL- WESTMINSTER,GENERAL ACUTE CARE,6500 WEST 104TH AVE,,WESTMINSTER,CO,80020,ADAMS,39.887640000000005,-105.0682,,,8.0,,,None,None,HIFLD-BEDS,None,None,177180020,,,177180020.0,08059
2317,SCL HEALTH COMMUNITY HOSPITAL - SOUTHWEST,GENERAL ACUTE CARE,8515 WEST COAL MINE AVENUE,,LITTLETON,CO,80123,ARAPAHOE,39.59588,-105.09248999999998,10.0,,10.0,,,DH-NUM_STAFFE,None,DH-NUM_STAFFE,None,None,177280123,6279.0,,177280123.0,08059
2318,MARTIN ARMY COMMUNITY HOSPITAL,MILITARY,7950 MARTIN LOOP,,FORT BENNING,GA,31905,CHATTAHOOCHEE,32.371809999999996,-84.92819,,,57.0,,,None,None,HIFLD-BEDS,None,None,17731905,,,17731905.0,13053
2319,HOMESTEAD HOSPITAL,GENERAL ACUTE CARE,975 BAPTIST WAY,,HOMESTEAD,FL,33033,MIAMI-DADE,25.47997,-80.43009,155.0,16.0,147.0,0.8580645161290322,0.8125,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,17733033,788.0,100125.0,17733033.0,12086
2320,COMANCHE COUNTY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,3401 WEST GORE BOULEVARD,,LAWTON,OK,73505,COMANCHE,34.609790000000004,-98.43426,187.0,59.0,283.0,0.67,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1773505,3040.0,370056.0,1773505.0,40031
2321,SCL HEALTH COMMUNITY HOSPITAL - NORTHGLENN,GENERAL ACUTE CARE,11900 GRANT STREET,,DENVER,CO,80233,ADAMS,39.912409999999994,-104.98406999999999,16.0,0.0,16.0,0.0055601317957166396,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,177380233,6281.0,60127.0,177380233.0,08001
2322,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,CHILDREN,262 DANNY THOMAS PLACES,,MEMPHIS,TN,38105,SHELBY,35.15422,-90.0429,78.0,,78.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,17738105,4999.0,443302.0,17738105.0,47157
2323,MEMORIAL HOSPITAL EAST,GENERAL ACUTE CARE,1404 CROSS ST,,SHILOH,IL,62269,ST. CLAIR,38.57369,-89.90543000000001,94.0,6.0,94.0,0.52,0.45,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,177462269,6238.0,140307.0,177462269.0,17163
2324,SCHOOLCRAFT MEMORIAL HOSPITAL,CRITICAL ACCESS,7870W US HWY 2,,MANISTIQUE,MI,49854,SCHOOLCRAFT,45.94668,-86.27615,12.0,,12.0,0.38,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17749854,1946.0,231303.0,17749854.0,26153
2325,SAN CARLOS APACHE HEALTHCARE CORPORATION,GENERAL ACUTE CARE,103 MEDICINE WAY ROAD,,PERIDOT,AZ,85542,GILA,33.295759999999994,-110.41788000000001,8.0,,127.0,0.4,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,177585542,134.0,30077.0,177585542.0,04009
2326,NEW YORK CITY CHILDREN'S CENTER QUEENS INPATIENT,PSYCHIATRIC,74-03 COMMONWEALTH BLVD,,BELLEROSE,NY,11426,QUEENS,40.745540000000005,-73.72574,65.0,,65.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,177611426,5854.0,,177611426.0,36081
2327,BAYLOR EMERGENCY MEDICAL CENTER AT AUBREY,GENERAL ACUTE CARE,26791 HIGHWAY 380,,AUBREY,TX,76227,DENTON,33.22065,-96.91359,40.0,,40.0,0.08,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,1776227,5746.0,670062.0,1776227.0,48121
2328,SALEM TOWNSHIP HOSPITAL,CRITICAL ACCESS,1201 RICKER DRIVE,,SALEM,IL,62881,MARION,38.64148,-88.94855,25.0,,25.0,0.29,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17762881,1146.0,141345.0,17762881.0,17121
2329,PREMIER SURGICAL INSTITUTE,LONG TERM CARE,1619 K 66,,GALENA,KS,66739,CHEROKEE,37.078109999999995,-94.62253,36.0,,36.0,0.24,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,17766739,6120.0,170203.0,17766739.0,20021
2330,BOSTON CHILDREN'S,CHILDREN,9 HOPE AVENUE,,WALTHAM,MA,2254,MIDDLESEX,42.36912,-71.24961,,,11.0,,,None,None,HIFLD-BEDS,None,None,177702254,,,177702254.0,25017
2331,SPECIALTY HOSPITAL OF WINNFIELD,LONG TERM CARE,915 FIRST ST,,WINNFIELD,LA,71483,WINN,31.93235,-92.63134000000001,20.0,0.0,20.0,0.6031506849315068,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,17771483,,192052.0,17771483.0,22127
